1,C
1.95,4.1e-07
1.9405,-2e-07
1.931,2.6e-07
1.9214,-1.3e-07
1.9119,-6e-08
1.9024,4.1e-07
1.8929,-1e-06
1.8833,-6.5e-07
1.8738,-7.4e-07
1.8643,-1.17e-06
1.8548,-3.4e-07
1.8452,3.7e-07
1.8357,-1.4e-07
1.8262,1e-07
1.8167,5.4e-07
1.8071,6.6e-07
1.7976,-3e-08
1.7881,6.8e-07
1.7786,5e-08
1.769,-4.2e-07
1.7595,-3e-07
1.75,-7.4e-07
1.7405,-4.4e-07
1.731,-1.8e-07
1.7214,4e-07
1.7119,8.6e-07
1.7024,-6.9e-07
1.6929,2e-07
1.6833,-5.2e-07
1.6738,2.4e-07
1.6643,-7e-08
1.6548,-9.2e-07
1.6452,4.6e-07
1.6357,-3e-07
1.6262,-2.7e-07
1.6167,-5.3e-07
1.6071,-3.3e-07
1.5976,2.1e-07
1.5881,-9e-08
1.5786,1.6e-07
1.569,1.8e-07
1.5595,6.6e-07
1.55,-1.7e-07
1.5405,-7.4e-07
1.531,5.3e-07
1.5214,-1.7e-07
1.5119,5.6e-07
1.5024,1.9e-07
1.4929,-7e-08
1.4833,1.7e-07
1.4738,9.8e-07
1.4643,1.04e-06
1.4548,3e-08
1.4452,8e-08
1.4357,5.4e-07
1.4262,-4.2e-07
1.4167,1.7e-07
1.4071,-1e-08
1.3976,1.6e-07
1.3881,-4.2e-07
1.3786,-7.9e-07
1.369,-1.04e-06
1.3595,-5.6e-07
1.35,-2.3e-07
1.3405,-1.5e-07
1.331,9.7e-07
1.3214,5.5e-07
1.3119,-4.8e-07
1.3024,1.7e-07
1.2929,-2e-07
1.2833,-1.4e-07
1.2738,9e-08
1.2643,3.1e-07
1.2548,-1.7e-07
1.2452,5.4e-07
1.2357,-5.6e-07
1.2262,2e-08
1.2167,1.32e-06
1.2071,1.5e-07
1.1976,7.8e-07
1.1881,1.4e-07
1.1786,4.4e-07
1.169,2e-07
1.1595,2.6e-07
1.15,1.2e-07
1.1405,9.6e-07
1.131,6.3e-07
1.1214,1.81e-06
1.1119,2.58e-06
1.1024,2.93e-06
1.0929,3.49e-06
1.0833,4.96e-06
1.0738,5.89e-06
1.0643,8.05e-06
1.0548,8.43e-06
1.0452,1.114e-05
1.0357,1.243e-05
1.0262,1.492e-05
1.0167,1.863e-05
1.0071,2.065e-05
0.9976,2.196e-05
0.9881,2.347e-05
0.9786,2.432e-05
0.969,2.673e-05
0.9595,2.896e-05
0.95,2.822e-05
0.9405,2.747e-05
0.931,2.723e-05
0.9214,2.501e-05
0.9119,2.403e-05
0.9024,2.228e-05
0.8929,1.994e-05
0.8833,1.785e-05
0.8738,1.478e-05
0.8643,1.166e-05
0.8548,7.11e-06
0.8452,3.23e-06
0.8357,-2e-06
0.8262,-9.77e-06
0.8167,-1.674e-05
0.8071,-2.251e-05
0.7976,-2.915e-05
0.7881,-3.233e-05
0.7786,-3.471e-05
0.769,-3.253e-05
0.7595,-2.963e-05
0.75,-2.447e-05
0.7405,-1.814e-05
0.731,-1.37e-05
0.7214,-9.45e-06
0.7119,-5.76e-06
0.7024,-2.95e-06
0.6929,-2.47e-06
0.6833,-5.2e-07
0.6738,-6.5e-07
0.6643,4.1e-07
0.6548,-1.26e-06
0.6452,-4.2e-07
0.6357,-8.5e-07
0.6262,-4.2e-07
0.6167,1.2e-07
0.6071,-9e-08
0.5976,-1.3e-07
0.5881,-8e-08
0.5786,1e-07
0.569,-5e-07
0.5595,3.5e-07
0.55,3.3e-07
0.5405,1.9e-07
0.531,2.8e-07
0.5214,1.5e-07
0.5119,1.02e-06
0.5024,-4e-08
0.4929,-1.5e-07
0.4833,-3.8e-07
0.4738,-5.2e-07
0.4643,-6.2e-07
0.4548,-4.4e-07
0.4452,-4e-08
0.4357,1.7e-07
0.4262,3e-08
0.4167,-3.8e-07
0.4071,4.5e-07
0.3976,3.7e-07
0.3881,-8e-08
0.3786,-3.3e-07
0.369,2.7e-07
0.3595,9e-08
0.35,-7.3e-07
0.3405,-4e-08
0.331,1.2e-07
0.3214,-4.7e-07
0.3119,6e-08
0.3024,-7.9e-07
0.2929,5.6e-07
0.2833,4.4e-07
0.2738,-4.2e-07
0.2643,-2.7e-07
0.2548,-1.85e-06
0.2452,-1.43e-06
0.2357,-1.18e-06
0.2262,-1.63e-06
0.2167,-5.5e-07
0.2071,6.8e-07
0.1976,2.5e-07
0.1881,2.26e-06
0.1786,5.32e-06
0.169,9.06e-06
0.1595,1.088e-05
0.15,1.454e-05
0.1405,1.735e-05
0.131,1.621e-05
0.1214,1.524e-05
0.1119,1.272e-05
0.1024,8.23e-06
0.0929,3.56e-06
0.0833,-2.24e-06
0.0738,-8.21e-06
0.0643,-1.093e-05
0.0548,-1.393e-05
0.0548,-1.301e-05
0.0643,-1.15e-05
0.0738,-7.64e-06
0.0833,-2.09e-06
0.0929,3.54e-06
0.1024,8.72e-06
0.1119,1.208e-05
0.1214,1.615e-05
0.131,1.652e-05
0.1405,1.656e-05
0.15,1.37e-05
0.1595,1.172e-05
0.169,7.85e-06
0.1786,4.56e-06
0.1881,3.03e-06
0.1976,9.6e-07
0.2071,-6.2e-07
0.2167,-1.8e-07
0.2262,-1.31e-06
0.2357,-1.01e-06
0.2452,-7.2e-07
0.2548,-9.5e-07
0.2643,-2.1e-07
0.2738,-5.6e-07
0.2833,-3.9e-07
0.2929,5.7e-07
0.3024,-5.8e-07
0.3119,-1.24e-06
0.3214,7.9e-07
0.331,1.26e-06
0.3405,-2.1e-07
0.35,-9.7e-07
0.3595,-1.6e-07
0.369,-1.4e-07
0.3786,-1e-07
0.3881,-5.6e-07
0.3976,2.9e-07
0.4071,2.6e-07
0.4167,-7.5e-07
0.4262,3.5e-07
0.4357,1.03e-06
0.4452,9e-08
0.4548,-1.7e-07
0.4643,-7e-08
0.4738,3.1e-07
0.4833,-8.7e-07
0.4929,8e-08
0.5024,-2e-07
0.5119,9.2e-07
0.5214,-9e-08
0.531,8.3e-07
0.5405,-5.5e-07
0.55,2.9e-07
0.5595,1.6e-07
0.569,-4.3e-07
0.5786,9e-08
0.5881,6.1e-07
0.5976,-1.6e-07
0.6071,-8.5e-07
0.6167,-1e-08
0.6262,-4.5e-07
0.6357,-1.8e-07
0.6452,-6e-08
0.6548,-9.2e-07
0.6643,-9.7e-07
0.6738,-1.4e-07
0.6833,-1.1e-06
0.6929,-2.97e-06
0.7024,-2.78e-06
0.7119,-5.4e-06
0.7214,-9.33e-06
0.731,-1.418e-05
0.7405,-1.851e-05
0.75,-2.443e-05
0.7595,-2.851e-05
0.769,-3.304e-05
0.7786,-3.429e-05
0.7881,-3.312e-05
0.7976,-2.864e-05
0.8071,-2.286e-05
0.8167,-1.567e-05
0.8262,-9.55e-06
0.8357,-3.03e-06
0.8452,2.54e-06
0.8548,7.85e-06
0.8643,1.208e-05
0.8738,1.437e-05
0.8833,1.724e-05
0.8929,2.014e-05
0.9024,2.211e-05
0.9119,2.466e-05
0.9214,2.467e-05
0.931,2.659e-05
0.9405,2.735e-05
0.95,2.684e-05
0.9595,2.727e-05
0.969,2.654e-05
0.9786,2.57e-05
0.9881,2.477e-05
0.9976,2.22e-05
1.0071,1.968e-05
1.0167,1.792e-05
1.0262,1.619e-05
1.0357,1.294e-05
1.0452,1.085e-05
1.0548,9.62e-06
1.0643,7.47e-06
1.0738,6.37e-06
1.0833,4.73e-06
1.0929,3.99e-06
1.1024,2.23e-06
1.1119,2.03e-06
1.1214,1.38e-06
1.131,4.5e-07
1.1405,-4e-08
1.15,8.6e-07
1.1595,1.7e-07
1.169,-2.8e-07
1.1786,1e-07
1.1881,6.6e-07
1.1976,-1.08e-06
1.2071,-7.1e-07
1.2167,-4.4e-07
1.2262,7.4e-07
1.2357,1.5e-07
1.2452,3.9e-07
1.2548,-5.7e-07
1.2643,-5.6e-07
1.2738,2.2e-07
1.2833,3e-08
1.2929,2.7e-07
1.3024,-9e-08
1.3119,1.4e-07
1.3214,8e-08
1.331,3.9e-07
1.3405,4e-07
1.35,-8.1e-07
1.3595,-1.12e-06
1.369,5e-07
1.3786,5.9e-07
1.3881,-5.1e-07
1.3976,-9.3e-07
1.4071,5e-08
1.4167,4.7e-07
1.4262,9e-07
1.4357,2.6e-07
1.4452,-1.9e-07
1.4548,-4.5e-07
1.4643,1e-08
1.4738,-1.5e-07
1.4833,-5.1e-07
1.4929,1.02e-06
1.5024,8.9e-07
1.5119,5.7e-07
1.5214,-4.6e-07
1.531,4.3e-07
1.5405,3.2e-07
1.55,2.2e-07
1.5595,6.2e-07
1.569,3.2e-07
1.5786,3.7e-07
1.5881,3.2e-07
1.5976,1.7e-07
1.6071,-8.9e-07
1.6167,4e-08
1.6262,-2.8e-07
1.6357,-6.4e-07
1.6452,8.4e-07
1.6548,8.6e-07
1.6643,6.8e-07
1.6738,1.3e-07
1.6833,6.8e-07
1.6929,1e-08
1.7024,1e-07
